reactome ,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,col1,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-ATH-9640713,Mitosis,37,58,56,175,0.04761904762,1,1,26,26,0.0350877193,0.06438781151,3702,Arabidopsis thaliana,AT1G44900;AT2G29680;AT5G22220;AT1G08130;AT2G37560;AT4G02060;AT3G50070;AT2G36010;AT2G20980;AT1G70210;AT5G02470;AT1G47870;AT1G78650;AT2G01120;AT5G03415;AT5G67260;AT4G29910;AT2G29570;AT5G16690;AT3G25100;AT5G27620;AT1G07370;AT5G27740;AT5G22110;AT5G65420;AT5G49010;AT5G67100;AT1G80190;AT3G12280;AT1G26840;AT5G10440;AT4G34160;AT1G73690;AT3G48750;AT2G22490;AT1G77470;AT2G07690,AT1G44900;AT2G29680;AT5G22220;AT1G08130;AT2G37560;AT4G02060;AT3G50070;AT2G36010;AT2G20980;AT1G70210;AT5G02470;AT1G47870;AT1G78650;AT2G01120;AT5G03415;AT5G67260;AT4G29910;AT2G29570;AT5G16690;AT3G25100;AT5G27620;AT1G07370;AT5G27740;AT5G22110;AT5G65420;AT5G49010;AT5G67100;AT1G80190;AT3G12280;AT1G26840;AT5G10440;AT4G34160;AT1G73690;AT3G48750;AT2G22490;AT1G77470;AT2G07690,AT2G31320;AT4G27800;AT4G04920;AT1G34460;AT5G44750;AT2G01905;AT5G11300;AT3G13380;AT5G06150;AT4G26080;AT1G72770;AT5G61410;AT2G44750;AT2G41880;AT3G11520;AT5G19280;AT5G67260;AT2G27490;AT4G21070;AT5G27640;AT5G25780;AT5G25380;AT5G58003;AT1G22280;AT2G25620;AT4G37490;AT2G26430;AT4G31750;AT1G77390;AT1G14750;AT1G16330;AT3G50070;AT4G25120;AT1G52500;AT1G76310;AT1G70210;AT4G17970;AT1G02880;AT5G57160;AT4G36650;AT5G20990;AT1G15570;AT1G17550;AT5G65420;AT3G57550;AT2G30020;AT1G50430;AT4G34160;AT5G10440;AT2G41630;AT2G22490;AT5G02100;AT1G05300;AT5G57050;AT2G29120;AT4G37630,AT3G25100;AT5G26680;AT3G48750;AT3G12530;AT1G08840;AT5G27620;AT1G80190;AT1G77320;AT3G12280,R-ATH-9640870;R-ATH-9675804;R-ATH-9675801;R-ATH-9675800;R-ATH-9675841;R-ATH-9640766;R-ATH-9675817;R-ATH-9640693;R-ATH-9640682;R-ATH-9640851;R-ATH-9675791;R-ATH-9675780;R-ATH-9645996;R-ATH-9645988;R-ATH-9645961;R-ATH-9675890;R-ATH-9645934;R-ATH-9675887;R-ATH-9645867;R-ATH-9675879;R-ATH-9645813;R-ATH-9640674;R-ATH-9675814;R-ATH-9675867;R-ATH-9675859;R-ATH-9675853
R-ATH-9640670,Cell cycle,37,58,56,175,0.04761904762,1,1,26,26,0.0350877193,0.06438781151,3702,Arabidopsis thaliana,AT1G44900;AT2G29680;AT5G22220;AT1G08130;AT2G37560;AT4G02060;AT3G50070;AT2G36010;AT2G20980;AT1G70210;AT5G02470;AT1G47870;AT1G78650;AT2G01120;AT5G03415;AT5G67260;AT4G29910;AT2G29570;AT5G16690;AT3G25100;AT5G27620;AT1G07370;AT5G27740;AT5G22110;AT5G65420;AT5G49010;AT5G67100;AT1G80190;AT3G12280;AT1G26840;AT5G10440;AT4G34160;AT1G73690;AT3G48750;AT2G22490;AT1G77470;AT2G07690,AT1G44900;AT2G29680;AT5G22220;AT1G08130;AT2G37560;AT4G02060;AT3G50070;AT2G36010;AT2G20980;AT1G70210;AT5G02470;AT1G47870;AT1G78650;AT2G01120;AT5G03415;AT5G67260;AT4G29910;AT2G29570;AT5G16690;AT3G25100;AT5G27620;AT1G07370;AT5G27740;AT5G22110;AT5G65420;AT5G49010;AT5G67100;AT1G80190;AT3G12280;AT1G26840;AT5G10440;AT4G34160;AT1G73690;AT3G48750;AT2G22490;AT1G77470;AT2G07690,AT2G31320;AT4G27800;AT4G04920;AT1G34460;AT5G44750;AT2G01905;AT5G11300;AT3G13380;AT5G06150;AT4G26080;AT1G72770;AT5G61410;AT2G44750;AT2G41880;AT3G11520;AT5G19280;AT5G67260;AT2G27490;AT4G21070;AT5G27640;AT5G25780;AT5G25380;AT5G58003;AT1G22280;AT2G25620;AT4G37490;AT2G26430;AT4G31750;AT1G77390;AT1G14750;AT1G16330;AT3G50070;AT4G25120;AT1G52500;AT1G76310;AT1G70210;AT4G17970;AT1G02880;AT5G57160;AT4G36650;AT5G20990;AT1G15570;AT1G17550;AT5G65420;AT3G57550;AT2G30020;AT1G50430;AT4G34160;AT5G10440;AT2G41630;AT2G22490;AT5G02100;AT1G05300;AT5G57050;AT2G29120;AT4G37630,AT3G25100;AT5G26680;AT3G48750;AT3G12530;AT1G08840;AT5G27620;AT1G80190;AT1G77320;AT3G12280,R-ATH-9640870;R-ATH-9675804;R-ATH-9675801;R-ATH-9675800;R-ATH-9675841;R-ATH-9640766;R-ATH-9675817;R-ATH-9640693;R-ATH-9640682;R-ATH-9640851;R-ATH-9675791;R-ATH-9675780;R-ATH-9645996;R-ATH-9645988;R-ATH-9645961;R-ATH-9675890;R-ATH-9645934;R-ATH-9675887;R-ATH-9645867;R-ATH-9675879;R-ATH-9645813;R-ATH-9640674;R-ATH-9675814;R-ATH-9675867;R-ATH-9675859;R-ATH-9675853
R-ATH-9639136,Response to Aluminum stress,4,6,23,102,0.004926108374,1,1,4,4,0.005398110661,-0.1359918738,3702,Arabidopsis thaliana,AT3G19640;AT3G08040;AT2G37330;AT5G39040,AT3G19640;AT3G08040;AT2G37330;AT5G39040,AT3G54960;AT4G26970;AT5G42020;AT1G31190;AT1G09210;AT5G17990;AT1G08450;AT5G50200;AT5G24530;AT1G80460;AT4G24190;AT5G61250;AT5G64000;AT3G02870;AT4G01370;AT4G39950;AT2G47800;AT1G53310;AT1G77510;AT5G28540;AT3G14620;AT2G29120;AT1G21750,AT5G39040,R-ATH-9639081;R-ATH-9639212;R-ATH-9639114;R-ATH-9639173
R-ATH-9675508,Root elongation,1,6,20,92,0.004926108374,1,1,2,5,0.006747638327,-0.1547748412,3702,Arabidopsis thaliana,AT3G45640,AT3G45640,AT4G27800;AT3G57530;AT1G16130;AT1G17550;AT4G34460;AT1G25220;AT1G01560;AT1G22280;AT2G25620;AT1G76540;AT4G26080;AT4G21940;AT1G72770;AT5G61410;AT4G31750;AT2G28890;AT5G57050;AT2G01180;AT1G80820;AT5G19280,AT3G45640;AT3G59790,R-ATH-9675286;R-ATH-9675533
R-ATH-1119312,Photorespiration,7,19,71,203,0.01559934319,1,1,5,7,0.009446693657,0.2668285009,3702,Arabidopsis thaliana,AT1G70580;AT5G47760;AT1G48030;AT3G17240;AT1G68010;AT1G23310;AT2G13360,AT1G70580;AT5G47760;AT1G48030;AT3G17240;AT1G68010;AT1G23310;AT2G13360,AT4G24770;AT2G34430;AT3G25690;AT1G09340;AT1G67740;AT2G16600;AT3G54050;AT2G14100;AT4G05050;AT5G64040;AT1G26630;AT4G05180;AT2G45960;AT1G72370;AT1G26110;AT3G15360;AT5G61410;AT5G09660;AT5G03240;AT1G07110;AT3G48560;AT4G14880;AT3G48040;AT3G26650;AT4G05320;AT4G29350;AT4G09320;AT4G02890;AT2G46820;AT3G16140;AT3G12780;AT1G79850;AT1G47128;AT1G44575;AT4G35630;AT1G20620;AT1G17745;AT3G55440;AT2G47170;AT1G04270;AT1G07140;AT4G35090;AT1G70610;AT3G26520;AT2G39460;AT2G30570;AT4G22890;AT3G63140;AT1G77720;AT2G18050;AT1G52740;AT2G37170;AT5G41700;AT3G55800;AT3G56940;AT1G33140;AT4G03280;AT4G25130;AT5G45390;AT2G38540;AT1G29930;AT1G22780;AT1G78900;AT1G42970;AT1G07320;AT1G78380;AT1G23310;AT1G01620;AT3G11630;AT5G02500;AT2G24790,AT1G68010;AT2G13360,R-ATH-8987511;R-ATH-8987479;R-ATH-8987489;R-ATH-8987464;R-ATH-8987458
R-ATH-1119334,Ethylene biosynthesis from methionine,1,10,91,237,0.008210180624,1,1,2,3,0.004048582996,0.2435312692,3702,Arabidopsis thaliana,AT3G17390,AT3G17390,AT4G25100;AT4G27960;AT4G04640;AT3G54890;AT1G67740;AT1G09340;AT3G01280;AT5G14780;AT2G16600;AT5G53300;AT5G26880;AT3G54050;AT1G72610;AT2G36530;AT1G15820;AT5G64040;AT1G26630;AT4G05180;AT2G45960;AT1G72370;AT2G37270;AT5G09660;AT3G48560;AT2G41880;AT5G22800;AT2G36620;AT3G26650;AT4G05320;AT4G29350;AT4G09320;AT4G02890;AT2G39730;AT5G54440;AT2G44160;AT2G46820;AT3G16140;AT3G12780;AT5G39740;AT2G27760;AT4G37930;AT4G34620;AT3G09260;AT4G35630;AT1G20620;AT1G29910;AT1G56070;AT3G02470;AT3G09820;AT3G02230;AT5G46110;AT5G45340;AT1G06570;AT5G20040;AT3G55440;AT3G53420;AT2G47170;AT1G04270;AT5G15650;AT1G66670;AT2G30570;AT1G29920;AT2G44050;AT3G61440;AT4G13930;AT4G34710;AT3G08580;AT4G34870;AT1G02560;AT3G11940;AT3G55800;AT3G13920;AT5G20720;AT5G44340;AT1G14320;AT3G49010;AT1G07890;AT1G33140;AT1G66200;AT3G59970;AT2G30860;AT1G12740;AT2G38540;AT1G29930;AT4G35450;AT1G78900;AT3G16640;AT3G18780;AT3G16240;AT3G63190;AT3G11630;AT5G02500,AT2G19590;AT3G17390,R-ATH-1121056;R-ATH-1121647
R-ATH-5225808,Ethylene biosynthesis and signaling,2,13,91,237,0.01067323481,1,1,3,4,0.005398110661,0.2320919869,3702,Arabidopsis thaliana,AT3G17390;AT1G04310,AT3G17390;AT1G04310,AT4G25100;AT4G27960;AT4G04640;AT3G54890;AT1G67740;AT1G09340;AT3G01280;AT5G14780;AT2G16600;AT5G53300;AT5G26880;AT3G54050;AT1G72610;AT2G36530;AT1G15820;AT5G64040;AT1G26630;AT4G05180;AT2G45960;AT1G72370;AT2G37270;AT5G09660;AT3G48560;AT2G41880;AT5G22800;AT2G36620;AT3G26650;AT4G05320;AT4G29350;AT4G09320;AT4G02890;AT2G39730;AT5G54440;AT2G44160;AT2G46820;AT3G16140;AT3G12780;AT5G39740;AT2G27760;AT4G37930;AT4G34620;AT3G09260;AT4G35630;AT1G20620;AT1G29910;AT1G56070;AT3G02470;AT3G09820;AT3G02230;AT5G46110;AT5G45340;AT1G06570;AT5G20040;AT3G55440;AT3G53420;AT2G47170;AT1G04270;AT5G15650;AT1G66670;AT2G30570;AT1G29920;AT2G44050;AT3G61440;AT4G13930;AT4G34710;AT3G08580;AT4G34870;AT1G02560;AT3G11940;AT3G55800;AT3G13920;AT5G20720;AT5G44340;AT1G14320;AT3G49010;AT1G07890;AT1G33140;AT1G66200;AT3G59970;AT2G30860;AT1G12740;AT2G38540;AT1G29930;AT4G35450;AT1G78900;AT3G16640;AT3G18780;AT3G16240;AT3G63190;AT3G11630;AT5G02500,AT2G19590;AT3G17390,R-ATH-1121056;R-ATH-1121647;R-ATH-5225786
R-ATH-9025714,Response to iron deficiency,2,9,94,248,0.007389162562,1,1,7,8,0.01079622132,0.2723005364,3702,Arabidopsis thaliana,AT3G17390;AT5G24380,AT3G17390;AT5G24380,AT4G25100;AT4G27960;AT4G04640;AT3G54890;AT1G67740;AT1G09340;AT3G01280;AT5G14780;AT2G16600;AT5G53300;AT5G26880;AT3G54050;AT1G72610;AT1G08090;AT2G36530;AT1G15820;AT5G64040;AT1G26630;AT4G05180;AT2G45960;AT1G72370;AT2G37270;AT5G09660;AT3G48560;AT2G41880;AT5G22800;AT2G36620;AT3G26650;AT5G14570;AT4G05320;AT4G29350;AT4G09320;AT4G02890;AT2G39730;AT2G44160;AT2G46820;AT3G16140;AT3G12780;AT5G39740;AT3G47420;AT2G27760;AT4G37930;AT4G34620;AT3G09260;AT4G35630;AT1G20620;AT1G29910;AT1G56070;AT3G02470;AT3G09820;AT3G02230;AT5G46110;AT5G20040;AT3G55440;AT3G53420;AT2G47170;AT1G04270;AT5G15650;AT1G66670;AT2G30570;AT1G29920;AT2G44050;AT2G38060;AT3G61440;AT4G13930;AT4G34710;AT3G08580;AT4G34870;AT1G02560;AT3G11940;AT3G55800;AT3G13920;AT5G20720;AT5G44340;AT1G14320;AT3G49010;AT1G07890;AT1G33140;AT1G66200;AT1G68100;AT3G59970;AT2G30860;AT2G38540;AT1G29930;AT4G35450;AT1G78900;AT3G16640;AT3G18780;AT2G20750;AT3G16240;AT3G45060;AT3G63190;AT3G11630;AT5G02500,AT3G43790;AT2G04032;AT3G17390,R-ATH-9025817;R-ATH-9025763;R-ATH-9025748;R-ATH-9025746;R-ATH-9025726;R-ATH-9025776;R-ATH-9025770
R-ATH-1119556,Choline biosynthesis I,0,8,37,132,0.006568144499,1,1,1,3,0.004048582996,0.0830754453,3702,Arabidopsis thaliana,,,AT5G42790;AT4G00100;AT3G51260;AT1G56110;AT1G04270;AT1G55520;AT3G22320;AT5G64140;AT5G66140;AT2G18250;AT3G14270;AT1G72370;AT1G53850;AT1G47250;AT5G57980;AT1G43170;AT2G05840;AT5G35590;AT2G27530;AT5G40850;AT1G07770;AT2G41340;AT3G46040;AT3G13445;AT1G14320;AT1G33140;AT3G22110;AT3G25520;AT3G14290;AT3G60820;AT5G57450;AT3G57080;AT5G39740;AT1G16470;AT2G42740;AT4G18730;AT2G47110,AT1G43710,R-ATH-1121500
R-ATH-1119388,IAA biosynthesis VI (via indole-3-acetamide),0,1,10,74,8.21E-04,1,1,1,1,0.001349527665,-0.0921603942,3702,Arabidopsis thaliana,,,AT2G32440;AT5G63810;AT1G48520;AT1G08550;AT4G25910;AT1G09570;AT3G53800;AT5G39210;AT3G50700;AT2G31360,AT1G08980,R-ATH-1120306
R-ATH-5367729,Strigolactone biosynthesis,1,4,3,53,0.00328407225,1,1,2,4,0.005398110661,0.1474474103,3702,Arabidopsis thaliana,AT4G32810,AT4G32810,AT1G06570;AT2G26740;AT1G16410,AT2G26170,R-ATH-5367748;R-ATH-5367770
R-ATH-9618278,Response to heavy metals,9,28,23,105,0.02298850575,1,1,6,11,0.01484480432,-0.1280332371,3702,Arabidopsis thaliana,AT3G19640;AT3G08040;AT1G30410;AT1G30420;AT2G34660;AT2G37330;AT1G30400;AT4G35100;AT5G39040,AT3G19640;AT3G08040;AT1G30410;AT1G30420;AT2G34660;AT2G37330;AT1G30400;AT4G35100;AT5G39040,AT3G54960;AT4G26970;AT5G42020;AT1G31190;AT1G09210;AT5G17990;AT1G08450;AT5G50200;AT5G24530;AT1G80460;AT4G24190;AT5G61250;AT5G64000;AT3G02870;AT4G01370;AT4G39950;AT2G47800;AT1G53310;AT1G77510;AT5G28540;AT3G14620;AT2G29120;AT1G21750,AT5G39040,R-ATH-9639081;R-ATH-9639212;R-ATH-9618147;R-ATH-9639114;R-ATH-9618207;R-ATH-9639173
R-ATH-1119386,UDP-N-acetylgalactosamine biosynthesis,2,3,48,170,0.002463054187,1,1,3,3,0.004048582996,0.05324011796,3702,Arabidopsis thaliana,AT5G15770;AT5G18070,AT5G15770;AT5G18070,AT5G42270;AT5G19990;AT5G51820;AT4G04640;AT3G09840;AT5G15250;AT1G09100;AT3G55440;AT3G23890;AT3G56690;AT2G30950;AT1G70730;AT2G38130;AT1G23190;AT5G65010;AT4G09650;AT1G15700;AT5G53460;AT5G58870;AT4G37580;AT3G10050;AT1G53750;AT1G24490;AT2G28800;AT1G74970;AT2G21170;AT1G79560;AT5G58290;AT2G41220;AT2G26140;AT1G07510;AT1G29900;AT3G05530;AT5G43010;AT3G27740;AT3G02980;AT5G62050;AT4G37650;AT5G56740;AT5G10240;AT1G50250;AT2G27600;AT4G29040;AT5G04140;AT1G06430;AT3G47340;AT5G53170;AT3G47060,AT5G15770;AT3G24090;AT5G18070,R-ATH-1120072;R-ATH-1121665;R-ATH-1120924
R-ATH-1119622,Arginine biosynthesis II (acetyl cycle),2,7,33,138,0.005747126437,1,1,5,6,0.008097165992,0.04648847869,3702,Arabidopsis thaliana,AT3G57560;AT1G80600,AT3G57560;AT1G80600,AT2G39800;AT5G14060;AT5G24400;AT1G04170;AT5G14660;AT1G31230;AT3G57560;AT5G54810;AT5G08280;AT2G19480;AT1G53310;AT4G19710;AT3G46740;AT1G24490;AT4G27070;AT2G28800;AT5G13280;AT1G80600;AT2G27490;AT5G47650;AT3G55610;AT4G18480;AT2G42600;AT5G46180;AT3G18030;AT3G52380;AT2G18040;AT1G74960;AT3G14940;AT5G05730;AT4G01800;AT4G18730;AT1G21650,AT4G24830;AT2G19940;AT1G80600;AT2G37500;AT3G57560,R-ATH-1119705;R-ATH-1119784;R-ATH-1119721;R-ATH-1121171;R-ATH-1120995
R-ATH-1119263,Arginine biosynthesis,2,9,43,162,0.007389162562,1,1,7,8,0.01079622132,-0.01460698782,3702,Arabidopsis thaliana,AT3G57560;AT1G80600,AT3G57560;AT1G80600,AT2G39800;AT5G14060;AT5G24400;AT1G04170;AT5G61250;AT5G14660;AT3G02875;AT1G31230;AT3G57560;AT5G54810;AT5G08280;AT5G56650;AT2G19480;AT1G53310;AT4G19710;AT3G46740;AT1G24490;AT4G27070;AT2G28800;AT5G13280;AT1G80600;AT2G27490;AT5G47650;AT3G55610;AT3G08860;AT4G18480;AT2G42600;AT5G46180;AT3G18030;AT3G52380;AT5G54140;AT1G51760;AT2G18040;AT2G18160;AT5G56660;AT1G44350;AT1G74960;AT3G14940;AT5G05730;AT4G01800;AT4G18730;AT1G21650;AT2G42680,AT4G24830;AT2G19940;AT1G75330;AT1G80600;AT4G17830;AT2G37500;AT3G57560,R-ATH-1119705;R-ATH-1119784;R-ATH-1119721;R-ATH-5140064;R-ATH-1121171;R-ATH-1120995;R-ATH-1121004
R-ATH-8879007,Response to cold temperature,2,19,13,81,0.01559934319,1,1,2,6,0.008097165992,0.05738191687,3702,Arabidopsis thaliana,AT4G04920;AT3G19580,AT4G04920;AT3G19580,AT3G24170;AT5G19550;AT1G15750;AT1G13020;AT5G22060;AT2G37250;AT5G26030;AT1G80190;AT3G44720;AT1G27970;AT4G35260;AT2G29120;AT3G11820,AT4G04920,R-ATH-8878988;R-ATH-8878998
R-ATH-1119449,Carotenoid biosynthesis,5,7,51,220,0.005747126437,1,1,9,9,0.01214574899,0.2302183657,3702,Arabidopsis thaliana,AT3G53130;AT3G04870;AT1G08550;AT5G17230;AT3G10230,AT3G53130;AT3G04870;AT1G08550;AT5G17230;AT3G10230,AT3G25690;AT2G30390;AT1G65840;AT5G14220;AT4G01690;AT4G33360;AT2G45400;AT5G53460;AT5G58870;AT4G13830;AT3G10390;AT4G15370;AT3G10230;AT4G35420;AT4G34650;AT5G19280;AT3G27020;AT1G58440;AT2G39450;AT3G20550;AT2G18450;AT5G53350;AT1G78960;AT5G04140;AT5G38970;AT1G17580;AT5G03650;AT2G01110;AT1G70610;AT4G35090;AT5G48010;AT5G13700;AT3G13682;AT5G64940;AT1G78970;AT1G62830;AT1G78490;AT2G41220;AT1G21640;AT3G01470;AT3G02680;AT4G09900;AT5G55910;AT5G24150;AT3G62700;AT4G14210;AT5G42600;AT1G42970;AT5G42800;AT4G34640;AT4G15340,AT5G17230;AT3G04870;AT3G10230;AT3G53130;AT5G67030,R-ATH-1119823;R-ATH-1121026;R-ATH-1121336;R-ATH-1120465;R-ATH-1121606;R-ATH-1121378;R-ATH-1120856;R-ATH-1121334;R-ATH-1120471
R-ATH-1119287,Vitamin E biosynthesis,2,3,122,425,0.002463054187,1,1,3,3,0.004048582996,0.1141692494,3702,Arabidopsis thaliana,AT1G06570;AT1G64970,AT1G06570;AT1G64970,AT4G25420;AT1G09340;AT3G17390;AT3G54050;AT4G03070;AT2G14100;AT2G42250;AT2G47940;AT3G15360;AT5G09660;AT1G05010;AT3G48560;AT4G37400;AT1G03475;AT3G02580;AT5G51810;AT3G26650;AT5G24530;AT1G67110;AT4G29350;AT4G02890;AT5G63580;AT4G13940;AT2G26710;AT5G39740;AT3G14680;AT1G07420;AT3G02470;AT1G62750;AT5G45940;AT1G80340;AT1G30040;AT4G35090;AT2G37040;AT3G14690;AT3G63140;AT2G46950;AT5G04230;AT2G37170;AT3G14610;AT3G08580;AT2G26740;AT1G02560;AT3G55800;AT5G20720;AT2G32440;AT1G66200;AT4G03280;AT5G45390;AT1G70700;AT2G38540;AT2G23620;AT5G58220;AT5G65940;AT5G57930;AT3G14620;AT1G77330;AT1G07320;AT1G78380;AT1G01620;AT3G11630;AT5G02500;AT2G24790;AT4G24770;AT1G31190;AT4G04640;AT3G01280;AT3G49620;AT1G72610;AT4G05050;AT4G37320;AT2G45960;AT3G20110;AT5G07200;AT5G61410;AT5G03240;AT2G42850;AT2G02390;AT5G43430;AT1G15550;AT1G62380;AT4G05320;AT4G22880;AT3G21720;AT3G61470;AT2G46820;AT3G16140;AT3G44310;AT2G41530;AT5G38450;AT3G26060;AT1G20620;AT3G51240;AT1G80380;AT1G12010;AT1G33990;AT2G47170;AT1G64970;AT1G07140;AT4G21200;AT1G68010;AT3G53260;AT1G11840;AT2G30570;AT1G02400;AT4G37340;AT2G14170;AT3G14650;AT1G47990;AT4G34190;AT1G62830;AT4G39640;AT2G30860;AT4G29210;AT1G29930;AT4G35450;AT5G63600;AT3G14660;AT5G08640;AT3G10340;AT1G42970;AT1G77490,AT1G06570;AT3G63410,R-ATH-1120341;R-ATH-1119936;R-ATH-1119800
R-ATH-1119464,Methylerythritol phosphate pathway,6,9,102,375,0.007389162562,1,1,8,8,0.01079622132,0.1668046508,3702,Arabidopsis thaliana,AT1G63970;AT5G60600;AT2G02500;AT2G26930;AT5G62790;AT4G15560,AT1G63970;AT5G60600;AT2G02500;AT2G26930;AT5G62790;AT4G15560,AT2G34630;AT1G80560;AT5G16000;AT3G62910;AT2G36530;AT1G55920;AT3G24800;AT3G01640;AT4G11010;AT1G72370;AT1G19150;AT1G74030;AT4G14880;AT5G22800;AT3G10920;AT3G24590;AT4G29350;AT4G02890;AT3G13110;AT4G14910;AT2G27760;AT4G16130;AT5G24400;AT4G18270;AT5G40890;AT3G28860;AT4G24190;AT3G03600;AT5G48010;AT5G14200;AT5G04590;AT5G12250;AT4G35640;AT3G46040;AT1G63970;AT1G33140;AT1G66200;AT5G62790;AT2G18710;AT3G57150;AT2G38540;AT1G01220;AT5G42600;AT3G48330;AT2G29560;AT1G01860;AT4G24770;AT1G05180;AT4G04640;AT3G52750;AT3G61620;AT5G27450;AT1G23290;AT4G05050;AT4G09650;AT3G22425;AT2G23410;AT5G60600;AT1G43170;AT2G37270;AT3G46740;AT3G46100;AT5G61410;AT5G63310;AT5G53860;AT4G15370;AT2G45280;AT1G31180;AT1G58440;AT3G06580;AT2G17640;AT1G10700;AT1G78960;AT2G46820;AT3G16140;AT4G25080;AT5G50240;AT2G01110;AT2G42740;AT2G01350;AT1G08830;AT1G62430;AT1G32380;AT1G04270;AT1G07140;AT3G56490;AT2G44050;AT1G78970;AT1G49530;AT1G07770;AT4G39120;AT3G11940;AT1G31160;AT4G35450;AT5G56760;AT2G02500;AT2G26930;AT4G18730;AT3G63190;AT1G44910;AT1G22740;AT4G15340,AT4G34350;AT5G60600;AT2G02500;AT2G26930;AT5G62790,R-ATH-1121343;R-ATH-1121571;R-ATH-4723682;R-ATH-1120374;R-ATH-1120070;R-ATH-1120111;R-ATH-1121196;R-ATH-4723700
R-ATH-1119479,Valine degradation,4,13,52,207,0.01067323481,1,1,7,7,0.009446693657,-0.1231346752,3702,Arabidopsis thaliana,AT3G19710;AT2G14170;AT3G13450;AT1G55510,AT3G19710;AT2G14170;AT3G13450;AT1G55510,AT1G58030;AT3G08510;AT1G65520;AT4G37000;AT4G13830;AT1G26670;AT3G11240;AT1G23360;AT4G14440;AT4G37200;AT3G06860;AT5G43430;AT3G03470;AT2G35690;AT2G39450;AT3G21720;AT4G14430;AT5G53350;AT1G47128;AT5G54080;AT4G39090;AT5G41340;AT1G06570;AT5G45940;AT5G52310;AT1G70610;AT3G22200;AT3G53260;AT4G34030;AT1G52500;AT2G14170;AT1G75380;AT2G43400;AT2G41540;AT5G03860;AT5G41700;AT2G40690;AT4G16760;AT4G17970;AT4G39640;AT1G03090;AT5G49630;AT5G23660;AT4G29010;AT5G16970;AT4G29210;AT4G37870;AT1G01220;AT5G65940;AT1G06310;AT1G20440;AT5G52040,AT2G14170;AT3G60510;AT4G16800;AT4G20930;AT3G45300,R-ATH-9611868;R-ATH-9611895;R-ATH-9611884;R-ATH-9611898;R-ATH-9611894;R-ATH-9611885;R-ATH-9611876
R-ATH-1119460,Isoleucine biosynthesis from threonine,3,12,132,461,0.009852216749,1,1,5,5,0.006747638327,0.1366210248,3702,Arabidopsis thaliana,AT3G49680;AT3G10050;AT3G48560,AT3G49680;AT3G10050;AT3G48560,AT1G44900;AT4G21180;AT1G04170;AT1G09340;AT1G80560;AT3G17390;AT5G46290;AT3G57560;AT4G09730;AT2G36530;AT4G26110;AT5G64040;AT1G26630;AT1G72370;AT2G19480;AT2G27530;AT3G48560;AT2G21790;AT3G04120;AT1G10060;AT1G17650;AT4G09320;AT1G18500;AT3G57290;AT5G03290;AT1G74560;AT4G13940;AT3G12780;AT3G44750;AT5G39740;AT1G44575;AT4G37930;AT5G13490;AT1G74040;AT1G56070;AT3G02470;AT5G46110;AT4G00100;AT1G56110;AT3G03600;AT5G14200;AT5G54810;AT2G39460;AT2G47400;AT5G07460;AT3G18130;AT4G27070;AT5G03300;AT5G52470;AT3G13920;AT3G46040;AT2G23350;AT5G20720;AT2G04030;AT2G28000;AT1G78370;AT3G49010;AT3G55010;AT5G23020;AT3G05590;AT1G33140;AT1G66200;AT5G65780;AT3G57150;AT3G04940;AT2G38540;AT1G22780;AT3G16640;AT1G48630;AT3G16240;AT3G47520;AT5G09650;AT1G05300;AT3G11630;AT5G02500;AT4G25100;AT3G52590;AT4G04640;AT5G23010;AT3G56150;AT3G23990;AT1G69200;AT1G72610;AT1G23290;AT3G54090;AT1G15820;AT5G35630;AT1G29940;AT5G28020;AT1G43170;AT2G37270;AT3G46740;AT2G04450;AT1G31180;AT1G14980;AT2G36620;AT1G61570;AT4G05320;AT5G60790;AT3G25520;AT2G46820;AT4G34740;AT2G47990;AT2G47110;AT3G49680;AT3G53020;AT1G10070;AT3G55440;AT1G04270;AT1G07140;AT5G63570;AT2G30970;AT5G64140;AT4G29840;AT3G55280;AT1G18080;AT3G10050;AT1G69620;AT3G11940;AT5G23740;AT3G56940;AT5G22650;AT3G08940;AT1G14320;AT2G30860;AT1G18640;AT1G49760;AT3G19710;AT5G59870;AT4G11420;AT4G18730;AT1G74260,AT3G10050;AT3G58610;AT3G23940;AT3G49680,R-ATH-1121465;R-ATH-1120842;R-ATH-1120688;R-ATH-1120036;R-ATH-1120563
